iter	Passed	Remaining
211	1808	6721
212	1817	6713
213	1825	6705
214	1834	6698
215	1843	6690
216	1852	6684
217	1861	6676
218	1870	6670
219	1879	6663
220	1887	6653
221	1895	6644
222	1904	6636
223	1913	6629
224	1922	6622
225	1931	6613
226	1939	6604
227	1948	6596
228	1956	6588
229	1965	6580
230	1974	6571
231	1983	6564
232	1992	6557
233	2000	6549
234	2009	6542
235	2018	6534
236	2026	6525
237	2035	6517
238	2044	6509
239	2053	6502
240	2062	6496
241	2071	6489
242	2080	6481
243	2089	6473
244	2098	6465
245	2107	6458
246	2116	6452
247	2125	6444
248	2134	6436
249	2142	6428
250	2151	6420
251	2160	6412
252	2169	6405
253	2178	6397
254	2187	6389
255	2195	6382
256	2204	6372
257	2212	6363
258	2220	6353
259	2229	6345
260	2238	6338
261	2247	6329
262	2256	6322
263	2265	6316
264	2274	6308
265	2283	6301
266	2292	6292
267	2301	6285
268	2310	6277
269	2318	6269
270	2328	6262
271	2336	6254
272	2345	6245
273	2353	6236
274	2362	6227
275	2371	6220
276	2381	6214
277	2389	6206
278	2398	6197
279	2407	6189
280	2416	6182
281	2425	6174
282	2433	6166
283	2443	6159
284	2451	6151
285	2460	6142
286	2469	6134
287	2477	6126
288	2487	6119
289	2496	6111
290	2504	6101
291	2513	6093
292	2521	6084
293	2530	6075
294	2538	6067
295	2547	6059
296	2556	6050
297	2564	6041
298	2573	6033
299	2582	6026
300	2591	6018
301	2599	6009
302	2609	6001
303	2617	5992
304	2626	5985
305	2635	5977
306	2644	5969
307	2652	5960
308	2661	5951
309	2670	5943
310	2678	5935
311	2688	5927
312	2697	5920
313	2706	5913
314	2715	5904
315	2716	5879
316	2724	5871
317	2734	5863
318	2742	5855
319	2751	5846
320	2760	5838
321	2769	5831
322	2778	5822
323	2787	5816
324	2796	5808
325	2805	5800
326	2814	5791
327	2823	5784
328	2832	5777
329	2841	5768
330	2850	5761
331	2858	5752
332	2867	5744
333	2876	5736
334	2886	5729
335	2894	5720
336	2904	5713
337	2912	5705
338	2922	5697
339	2931	5689
340	2939	5681
341	2948	5672
342	2957	5664
343	2965	5656
344	2974	5646
345	2983	5639
346	2992	5631
347	3001	5622
348	3009	5614
349	3018	5605
350	3027	5598
351	3036	5590
352	3045	5582
353	3054	5573
354	3063	5565
355	3071	5556
356	3080	5547
357	3088	5539
358	3097	5530
359	3106	5522
360	3115	5514
361	3124	5505
362	3133	5498
363	3142	5490
364	3150	5481
365	3159	5472
366	3168	5464
367	3176	5456
368	3185	5447
369	3194	5439
370	3203	5431
371	3212	5422
372	3221	5414
373	3230	5407
374	3239	5398
375	3248	5390
376	3256	5381
377	3265	5372
378	3273	5364
379	3282	5355
380	3291	5347
381	3299	5338
382	3308	5329
383	3316	5320
384	3325	5312
385	3334	5304
386	3343	5296
387	3351	5287
388	3360	5278
389	3368	5269
390	3377	5259
391	3385	5250
392	3394	5242
393	3402	5233
394	3411	5225
395	3420	5216
396	3429	5209
397	3438	5201
398	3446	5192
399	3455	5183
400	3464	5174
401	3472	5165
402	3481	5157
403	3490	5149
404	3499	5140
405	3507	5132
406	3516	5123
407	3525	5115
408	3534	5106
409	3542	5098
410	3551	5089
411	3560	5081
412	3569	5072
413	3577	5063
414	3586	5055
415	3594	5046
416	3603	5038
417	3612	5029
418	3621	5021
419	3630	5013
420	3639	5005
421	3648	4997
422	3657	4989
423	3666	4980
424	3675	4972
425	3684	4964
426	3692	4955
427	3701	4947
428	3710	4938
429	3718	4929
430	3728	4921
431	3736	4913
432	3745	4904
433	3753	4895
434	3762	4886
435	3771	4878
436	3779	4869
437	3788	4860
438	3797	4852
439	3806	4844
440	3814	4835
441	3824	4827
442	3833	4819
443	3842	4812
444	3851	4804
445	3860	4795
446	3869	4786
447	3878	4778
448	3886	4769
449	3895	4761
450	3904	4753
451	3913	4744
452	3922	4736
453	3931	4727
454	3939	4718
455	3948	4710
456	3956	4701
457	3965	4692
458	3974	4684
459	3982	4675
460	3992	4667
461	4000	4659
462	4009	4650
463	4018	4641
464	4027	4633
465	4036	4625
466	4045	4617
467	4054	4608
468	4063	4600
469	4072	4591
470	4081	4584
471	4090	4575
472	4099	4567
473	4108	4558
474	4117	4550
475	4126	4542
476	4134	4533
477	4143	4524
478	4152	4516
479	4161	4508
480	4170	4499
481	4178	4491
482	4187	4482
483	4196	4473
484	4205	4465
485	4213	4456
486	4223	4448
487	4231	4439
488	4240	4431
489	4248	4422
490	4258	4414
491	4267	4405
492	4276	4397
493	4285	4389
494	4294	4381
495	4303	4372
496	4312	4364
497	4321	4355
498	4330	4347
499	4339	4339
500	4347	4330
501	4356	4321
502	4365	4313
503	4374	4304
504	4383	4296
505	4391	4287
506	4399	4278
507	4408	4269
508	4417	4261
509	4426	4252
510	4435	4244
511	4444	4236
512	4453	4228
513	4462	4219
514	4471	4211
515	4479	4202
516	4488	4193
517	4497	4184
518	4506	4176
519	4514	4167
520	4524	4159
521	4533	4151
522	4541	4142
523	4550	4133
524	4559	4125
525	4568	4116
526	4577	4108
527	4586	4099
528	4594	4090
529	4602	4081
530	4612	4073
531	4620	4064
532	4629	4056
533	4638	4047
534	4647	4039
535	4656	4030
536	4665	4022
537	4673	4013
538	4681	4004
539	4690	3995
540	4700	3987
541	4709	3979
542	4717	3970
543	4726	3961
544	4735	3953
545	4744	3944
546	4752	3935
547	4761	3927
548	4770	3918
549	4778	3909
550	4787	3901
551	4796	3892
552	4805	3884
553	4813	3875
554	4823	3867
555	4831	3858
556	4840	3850
557	4849	3841
558	4857	3832
559	4866	3823
560	4874	3814
561	4884	3806
562	4892	3797
563	4902	3789
564	4910	3780
565	4920	3772
566	4929	3764
567	4937	3755
568	4946	3747
569	4955	3738
570	4964	3729
571	4973	3721
572	4982	3712
573	4990	3703
574	4999	3695
575	5008	3686
576	5016	3677
577	5025	3668
578	5033	3660
579	5043	3651
580	5051	3643
581	5060	3634
582	5069	3625
583	5077	3617
584	5086	3608
585	5095	3599
586	5104	3591
587	5113	3582
588	5121	3573
589	5130	3565
590	5139	3556
591	5148	3548
592	5157	3539
593	5165	3530
594	5174	3521
595	5183	3513
596	5191	3504
597	5199	3495
598	5208	3487
599	5217	3478
600	5226	3470
601	5235	3461
602	5244	3453
603	5253	3444
604	5262	3435
605	5270	3426
606	5279	3418
607	5287	3409
608	5296	3400
609	5305	3392
610	5314	3383
611	5323	3375
612	5332	3366
613	5340	3357
614	5348	3348
615	5357	3339
616	5365	3330
617	5374	3322
618	5383	3313
619	5392	3305
620	5401	3296
621	5411	3288
622	5419	3279
623	5428	3270
624	5436	3262
625	5445	3253
626	5454	3244
627	5462	3236
628	5472	3227
629	5481	3219
630	5489	3210
631	5498	3201
632	5507	3193
633	5516	3184
634	5525	3176
635	5534	3167
636	5543	3158
637	5551	3150
638	5560	3141
639	5569	3132
640	5577	3123
641	5586	3115
642	5594	3106
643	5603	3097
644	5612	3089
645	5621	3080
646	5630	3071
647	5638	3063
648	5647	3054
649	5656	3045
650	5665	3037
651	5673	3028
652	5682	3019
653	5691	3011
654	5701	3002
655	5709	2994
656	5718	2985
657	5726	2976
658	5735	2967
659	5744	2959
660	5752	2950
661	5761	2941
662	5770	2933
663	5778	2924
664	5787	2915
665	5796	2907
666	5805	2898
667	5814	2890
668	5823	2881
669	5833	2873
670	5842	2864
671	5850	2855
672	5860	2847
673	5868	2838
674	5877	2829
675	5886	2821
676	5895	2812
677	5904	2804
678	5912	2795
679	5922	2786
680	5930	2778
681	5939	2769
682	5948	2760
683	5956	2752
684	5965	2743
685	5974	2734
686	5982	2725
687	5991	2717
688	6000	2708
689	6010	2700
690	6018	2691
691	6027	2682
692	6036	2674
693	6045	2665
694	6054	2656
695	6063	2648
696	6072	2639
697	6081	2631
698	6089	2622
699	6098	2613
700	6107	2605
701	6116	2596
702	6125	2587
703	6134	2579
704	6144	2570
705	6153	2562
706	6162	2553
707	6170	2544
708	6179	2536
709	6187	2527
710	6196	2518
711	6204	2509
712	6213	2501
713	6222	2492
714	6231	2483
715	6240	2475
716	6249	2466
717	6258	2458
718	6267	2449
719	6275	2440
720	6285	2432
721	6293	2423
722	6302	2414
723	6311	2406
724	6320	2397
725	6329	2388
726	6337	2380
727	6347	2371
728	6356	2362
729	6365	2354
730	6374	2345
731	6383	2337
732	6392	2328
733	6401	2319
734	6410	2311
735	6418	2302
736	6427	2293
737	6435	2284
738	6444	2276
739	6452	2267
740	6461	2258
741	6470	2249
742	6479	2241
743	6488	2232
744	6497	2223
745	6505	2215
746	6514	2206
747	6523	2197
748	6532	2189
749	6540	2180
750	6549	2171
751	6558	2162
752	6567	2154
753	6576	2145
754	6585	2137
755	6594	2128
756	6602	2119
757	6611	2110
758	6620	2102
759	6629	2093
760	6638	2084
761	6646	2076
762	6655	2067
763	6664	2058
764	6674	2050
765	6682	2041
766	6691	2032
767	6700	2024
768	6709	2015
769	6717	2006
770	6726	1997
771	6735	1989
772	6743	1980
773	6752	1971
774	6761	1962
775	6769	1954
776	6778	1945
777	6787	1936
778	6796	1928
779	6805	1919
780	6813	1910
781	6822	1901
782	6831	1893
783	6839	1884
784	6848	1875
785	6856	1866
786	6865	1858
787	6874	1849
788	6883	1840
789	6892	1832
790	6901	1823
791	6910	1814
792	6919	1806
793	6927	1797
794	6936	1788
795	6944	1779
796	6953	1771
797	6961	1762
798	6970	1753
799	6979	1744
800	6988	1736
801	6997	1727
802	7006	1718
803	7014	1710
804	7022	1701
805	7031	1692
806	7040	1683
807	7049	1675
808	7057	1666
809	7066	1657
810	7075	1648
811	7084	1640
812	7093	1631
813	7102	1622
814	7111	1614
815	7120	1605
816	7129	1596
817	7138	1588
818	7147	1579
819	7156	1570
820	7165	1562
821	7173	1553
822	7182	1544
823	7191	1535
824	7200	1527
825	7209	1518
826	7217	1509
827	7226	1501
828	7235	1492
829	7244	1483
830	7252	1475
831	7261	1466
832	7270	1457
833	7279	1448
834	7287	1440
835	7296	1431
836	7305	1422
837	7314	1413
838	7323	1405
839	7331	1396
840	7340	1387
841	7348	1379
842	7357	1370
843	7366	1361
844	7375	1352
845	7384	1344
846	7393	1335
847	7401	1326
848	7410	1318
849	7419	1309
850	7428	1300
851	7436	1291
852	7445	1283
853	7453	1274
854	7462	1265
855	7471	1256
856	7480	1248
857	7489	1239
858	7497	1230
859	7506	1222
860	7515	1213
861	7524	1204
862	7533	1195
863	7542	1187
864	7551	1178
865	7559	1169
866	7568	1161
867	7577	1152
868	7586	1143
869	7595	1134
870	7604	1126
871	7613	1117
872	7622	1108
873	7630	1100
874	7639	1091
875	7648	1082
876	7657	1074
877	7666	1065
878	7675	1056
879	7684	1047
880	7693	1039
881	7701	1030
882	7710	1021
883	7719	1012
884	7727	1004
885	7736	995
886	7746	986
887	7754	978
888	7763	969
889	7771	960
890	7780	951
891	7789	943
892	7797	934
893	7806	925
894	7815	916
895	7824	908
896	7833	899
897	7841	890
898	7850	881
899	7859	873
900	7868	864
901	7876	855
902	7885	847
903	7894	838
904	7902	829
905	7912	820
906	7920	812
907	7928	803
908	7938	794
909	7947	786
910	7956	777
911	7965	768
912	7974	759
913	7983	751
914	7992	742
915	8000	733
916	8009	724
917	8018	716
918	8027	707
919	8036	698
920	8044	690
921	8053	681
922	8061	672
923	8070	663
924	8079	655
925	8089	646
926	8097	637
927	8106	628
928	8114	620
929	8123	611
930	8132	602
931	8141	593
932	8149	585
933	8158	576
934	8167	567
935	8175	559
936	8184	550
937	8193	541
938	8201	532
939	8211	524
940	8220	515
941	8229	506
942	8238	497
943	8246	489
944	8255	480
945	8264	471
946	8273	463
947	8281	454
948	8290	445
949	8299	436
950	8307	428
951	8316	419
952	8324	410
953	8334	401
954	8343	393
955	8352	384
956	8361	375
957	8369	366
958	8378	358
959	8387	349
960	8396	340
961	8405	332
962	8413	323
963	8422	314
964	8431	305
965	8440	297
966	8449	288
967	8458	279
968	8467	270
969	8476	262
970	8486	253
971	8494	244
972	8503	235
973	8512	227
974	8521	218
975	8529	209
976	8538	201
977	8547	192
978	8556	183
979	8565	174
980	8574	166
981	8583	157
982	8592	148
983	8600	139
984	8609	131
985	8618	122
986	8627	113
987	8636	104
988	8644	96
989	8653	87
990	8662	78
991	8671	69
992	8680	61
993	8689	52
994	8697	43
995	8706	34
996	8715	26
997	8723	17
998	8732	8
999	8741	0
