iter	RMSE
517	42361.36696
518	42343.15232
519	42325.25902
520	42305.80755
521	42290.11608
522	42268.4385
523	42247.52928
524	42227.26147
525	42207.34991
526	42193.15201
527	42176.16925
528	42157.96454
529	42142.88841
530	42123.33463
531	42106.58766
532	42083.47432
533	42064.49961
534	42046.44577
535	42029.59153
536	42006.43367
537	41983.65433
538	41975.7878
539	41963.9699
540	41943.81633
541	41918.51787
542	41898.94991
543	41888.32209
544	41863.2728
545	41846.17899
546	41830.527
547	41804.17772
548	41783.26778
549	41768.27047
550	41754.40422
551	41730.29894
552	41707.161
553	41684.1989
554	41663.63599
555	41655.60596
556	41635.33768
557	41614.53753
558	41599.44018
559	41573.59664
560	41553.31322
561	41541.68028
562	41534.0542
563	41514.78579
564	41492.74575
565	41467.61974
566	41445.8495
567	41420.75881
568	41391.67861
569	41378.03382
570	41352.23552
571	41333.17982
572	41302.68766
573	41287.76465
574	41273.90907
575	41253.89647
576	41235.301
577	41222.19375
578	41204.7031
579	41196.63788
580	41179.14989
581	41153.05267
582	41145.55846
583	41121.68318
584	41109.42856
585	41087.63451
586	41074.28664
587	41057.46073
588	41038.66565
589	41017.38156
590	41003.14437
591	40986.40704
592	40968.23833
593	40941.24765
594	40921.22248
595	40901.83927
596	40890.27331
597	40871.46563
598	40857.53909
599	40836.24937
600	40809.06521
601	40792.2035
602	40779.58283
603	40763.03608
604	40747.33257
605	40727.43777
606	40710.23096
607	40688.53545
608	40675.60955
609	40660.39363
610	40632.33914
611	40610.52753
612	40593.11943
613	40569.8211
614	40548.37263
615	40531.19005
616	40518.57565
617	40504.34864
618	40481.78587
619	40465.70048
620	40441.43689
621	40420.00803
622	40409.5027
623	40389.19074
624	40364.46457
625	40347.95816
626	40328.10433
627	40306.1266
628	40297.20825
629	40279.9817
630	40264.88373
631	40237.17323
632	40217.55748
633	40202.32494
634	40184.31234
635	40157.16948
636	40147.42719
637	40123.67679
638	40109.34163
639	40085.1
640	40073.08483
641	40053.26446
642	40036.34087
643	40022.85965
644	40010.42318
645	39998.12671
646	39981.67177
647	39970.54888
648	39954.55255
649	39936.86094
650	39920.09233
651	39902.6146
652	39879.48059
653	39865.14855
654	39852.05507
655	39829.7814
656	39808.25726
657	39791.60713
658	39770.95852
659	39750.4489
660	39734.62358
661	39708.00196
662	39686.96364
663	39677.63383
664	39663.28887
665	39643.36332
666	39630.9853
667	39617.8855
668	39601.07407
669	39583.32309
670	39568.27614
671	39545.43203
672	39532.42425
673	39522.90946
674	39504.54548
675	39494.03798
676	39475.11732
677	39462.97393
678	39450.32513
679	39432.63124
680	39416.63851
681	39408.13019
682	39388.94953
683	39380.97834
684	39367.30594
685	39347.95211
686	39336.24833
687	39326.89294
688	39303.34723
689	39286.39454
690	39267.84063
691	39256.48067
692	39238.91122
693	39209.18228
694	39187.75354
695	39174.15127
696	39156.77351
697	39142.98952
698	39121.2806
699	39111.53188
700	39096.64118
701	39076.24982
702	39066.17086
703	39048.55866
704	39034.37237
705	39018.50936
706	39002.73115
707	38985.50615
708	38967.5246
709	38959.92193
710	38937.40187
711	38918.82109
712	38898.71226
713	38879.19177
714	38864.31194
715	38846.64334
716	38830.73967
717	38808.48692
718	38797.85205
719	38777.92669
720	38760.81673
721	38739.13843
722	38724.37748
723	38710.37124
724	38696.47624
725	38681.36531
726	38667.65659
727	38651.51105
728	38635.59292
729	38622.36276
730	38609.65481
731	38592.94525
732	38580.59101
733	38565.49653
734	38556.39056
735	38547.29203
736	38530.34037
737	38517.67023
738	38495.44483
739	38477.67874
740	38461.92158
741	38446.34401
742	38433.32909
743	38412.53954
744	38398.27604
745	38387.50104
746	38371.24122
747	38353.35779
748	38339.22196
749	38320.77186
750	38305.32388
751	38293.05312
752	38277.57503
753	38266.04023
754	38243.07911
755	38230.82236
756	38222.5807
757	38210.80965
758	38195.34457
759	38182.01095
760	38167.69477
761	38151.96554
762	38140.55327
763	38121.78318
764	38114.39336
765	38103.58407
766	38081.31205
767	38067.41423
768	38054.39525
769	38043.25869
770	38032.9759
771	38021.28173
772	38005.46304
773	37992.96968
774	37972.19446
775	37955.48032
776	37944.1312
777	37928.17606
778	37914.91231
779	37903.08222
780	37887.80923
781	37873.41061
782	37853.85585
783	37841.02641
784	37832.37033
785	37819.54261
786	37805.95134
787	37795.91229
788	37768.37415
789	37759.72094
790	37739.27636
791	37720.85027
792	37711.13937
793	37701.07492
794	37685.31662
795	37669.99394
796	37660.82007
797	37641.56698
798	37628.10429
799	37620.29117
800	37607.41304
801	37589.01709
802	37577.86864
803	37572.0741
804	37555.71508
805	37542.09392
806	37530.32175
807	37515.59524
808	37498.25484
809	37475.91632
810	37462.8747
811	37453.55441
812	37441.88184
813	37435.55915
814	37427.75103
815	37414.72511
816	37407.33084
817	37388.56456
818	37371.64925
819	37362.25042
820	37347.63193
821	37322.10379
822	37303.7984
823	37285.03486
824	37262.01707
825	37247.01079
826	37225.65099
827	37211.61988
828	37201.56848
829	37182.35516
830	37173.70016
831	37163.22069
832	37146.52743
833	37132.03283
834	37120.0308
835	37107.07271
836	37089.30012
837	37069.74865
838	37059.7874
839	37047.52449
840	37027.60317
841	37016.76405
842	37002.31165
843	36989.9133
844	36975.6921
845	36966.4058
846	36957.02003
847	36949.27137
848	36944.42225
849	36925.79803
850	36908.32858
851	36895.39534
852	36888.33052
853	36870.73991
854	36852.66648
855	36841.79146
856	36828.46748
857	36816.39605
858	36801.35775
859	36791.24642
860	36782.01162
861	36765.46667
862	36752.31301
863	36731.55912
864	36719.62706
865	36704.91889
866	36687.79544
867	36681.95768
868	36670.26959
869	36662.47744
870	36648.22794
871	36631.58847
872	36621.50271
873	36609.93471
874	36594.12428
875	36578.41458
876	36570.28479
877	36557.217
878	36536.08309
879	36518.91641
880	36509.98514
881	36500.9915
882	36490.11337
883	36483.32271
884	36474.18292
885	36467.46997
886	36456.35719
887	36445.26397
888	36437.2031
889	36425.99465
890	36417.21824
891	36399.77633
892	36382.64122
893	36376.55512
894	36366.43798
895	36343.93452
896	36324.81531
897	36307.54473
898	36287.73414
899	36275.75274
900	36260.19398
901	36249.51943
902	36228.98133
903	36210.67722
904	36186.05625
905	36178.40035
906	36163.62581
907	36148.03897
908	36139.34653
909	36127.91995
910	36113.86044
911	36099.72955
912	36088.89682
913	36073.59372
914	36048.52707
915	36032.95992
916	36021.61244
917	36014.9603
918	36004.35766
919	35994.40701
920	35983.59833
921	35974.21879
922	35958.35027
923	35950.06172
924	35937.96572
925	35926.14756
926	35915.04061
927	35897.76097
928	35884.73808
929	35877.47244
930	35865.1556
931	35850.87973
932	35842.55146
933	35832.6501
934	35816.51797
935	35807.32275
936	35792.812
937	35786.02058
938	35774.75478
939	35765.06443
940	35754.6602
941	35742.70654
942	35728.77216
943	35712.7858
944	35700.27708
945	35683.51746
946	35670.13672
947	35663.16165
948	35657.38584
949	35648.91656
950	35640.80498
951	35630.77731
952	35623.74564
953	35610.02361
954	35594.25723
955	35582.835
956	35570.51822
957	35554.96787
958	35541.33487
959	35520.22549
960	35505.11299
961	35488.73106
962	35473.21208
963	35459.45968
964	35446.79142
965	35433.83
966	35424.70329
967	35415.51875
968	35397.83624
969	35382.98248
970	35372.06027
971	35356.73217
972	35343.17198
973	35335.08416
974	35320.84027
975	35306.19103
976	35292.51764
977	35286.91319
978	35276.5964
979	35266.36278
980	35255.93164
981	35244.54533
982	35233.54751
983	35217.59378
984	35209.17766
985	35196.57199
986	35184.32307
987	35177.53614
988	35166.40328
989	35158.84999
990	35145.45702
991	35134.84702
992	35124.40295
993	35111.31602
994	35094.52343
995	35085.91799
996	35078.88458
997	35067.02421
998	35054.03448
999	35043.61494
1000	35025.29402
1001	35017.48385
1002	35004.99115
1003	34992.82752
1004	34983.25431
1005	34974.57654
1006	34966.85004
1007	34955.9369
1008	34948.97581
1009	34939.25326
1010	34928.55807
1011	34915.11741
1012	34904.796
1013	34896.14931
1014	34883.91176
1015	34863.48865
1016	34851.58744
1017	34838.06332
1018	34827.60713
1019	34814.98339
1020	34799.78068
1021	34790.76787
1022	34776.24484
1023	34763.20478
1024	34756.46095
1025	34746.24289
1026	34732.37835
1027	34720.02602
1028	34704.7282
1029	34689.99152
1030	34683.13514
1031	34672.57009
1032	34664.77389
1033	34652.38233
1034	34642.15285
1035	34632.85744
1036	34621.81479
1037	34616.1687
1038	34606.9338
1039	34596.00299
1040	34587.16824
1041	34577.23279
1042	34571.82326
1043	34558.87733
1044	34544.63206
1045	34532.13334
1046	34527.30652
1047	34517.39532
1048	34509.88023
1049	34495.92157
1050	34480.82107
1051	34472.47008
1052	34461.8794
1053	34454.95137
1054	34445.50169
1055	34436.88714
1056	34426.9938
1057	34407.2175
1058	34401.04028
1059	34388.12723
1060	34375.83855
1061	34367.92346
1062	34358.67584
1063	34344.91757
1064	34339.05071
1065	34330.1193
1066	34321.64585
1067	34311.4638
1068	34303.8059
1069	34294.42922
1070	34282.48336
1071	34271.0919
1072	34260.04169
1073	34250.23365
1074	34235.50171
1075	34225.78219
1076	34203.83851
1077	34195.71924
1078	34190.0506
1079	34178.40997
1080	34168.36787
1081	34150.14031
1082	34137.91022
1083	34132.67541
1084	34126.9667
1085	34109.13614
1086	34098.09374
1087	34089.1237
1088	34082.11588
1089	34073.6671
1090	34064.33384
1091	34054.84002
1092	34040.85267
1093	34024.98867
1094	34013.41981
1095	34002.86445
1096	33990.56097
1097	33986.46398
1098	33977.80295
1099	33969.44708
1100	33963.97412
1101	33955.94306
1102	33945.22893
1103	33935.20133
1104	33919.60937
1105	33908.55594
1106	33894.8877
1107	33886.59513
1108	33877.67976
1109	33865.63314
1110	33839.5432
1111	33823.89459
1112	33814.68483
1113	33801.73667
1114	33788.79774
1115	33781.02798
1116	33764.59472
1117	33753.81674
1118	33739.28108
1119	33733.27883
1120	33725.02466
1121	33713.59287
1122	33699.90886
1123	33691.09002
1124	33682.00074
1125	33672.32314
1126	33665.58797
1127	33653.40118
1128	33646.3665
1129	33641.27256
1130	33634.54605
1131	33625.73515
1132	33613.54314
1133	33605.18316
1134	33594.05312
1135	33580.09369
1136	33571.82842
1137	33564.55982
1138	33550.06703
1139	33541.82682
1140	33531.60877
1141	33524.95138
1142	33513.24353
1143	33502.00399
1144	33493.16415
1145	33482.76846
1146	33470.29
1147	33464.53818
1148	33459.07699
1149	33450.95622
1150	33436.40834
1151	33431.17304
1152	33426.39817
1153	33421.65025
1154	33414.77274
1155	33408.97738
1156	33398.36742
1157	33386.61267
1158	33377.10708
1159	33368.85906
1160	33360.31617
1161	33351.00023
1162	33345.25747
1163	33337.19014
1164	33329.29668
1165	33323.73779
1166	33313.2612
1167	33301.34834
1168	33291.25545
1169	33279.90095
1170	33264.85384
1171	33255.93931
1172	33247.39552
1173	33234.32732
1174	33226.12825
1175	33216.53397
1176	33210.63549
1177	33201.36162
1178	33194.87767
1179	33190.79809
1180	33180.74065
1181	33168.76719
1182	33160.67864
1183	33152.26716
1184	33142.88074
1185	33131.75039
1186	33118.44098
1187	33115.31941
1188	33101.43845
1189	33095.37521
1190	33085.24328
1191	33079.45409
1192	33066.31934
1193	33057.16963
1194	33045.27826
1195	33037.8744
1196	33026.97409
1197	33014.28656
1198	33006.05657
1199	32994.71339
1200	32986.20671
1201	32980.18846
1202	32973.27465
1203	32966.38468
1204	32956.85335
1205	32944.61692
1206	32935.94815
1207	32926.13893
1208	32913.45788
1209	32905.75246
1210	32900.21
1211	32895.53197
1212	32888.89966
1213	32874.41001
1214	32870.2862
1215	32862.0046
1216	32855.28004
1217	32845.85102
1218	32840.41742
1219	32830.63545
1220	32818.95817
1221	32800.68079
1222	32788.2844
1223	32782.36671
1224	32774.62239
1225	32764.51293
1226	32758.73567
1227	32748.77866
1228	32742.88218
1229	32733.04668
1230	32727.56686
1231	32718.84443
1232	32712.64991
1233	32703.69187
1234	32695.08947
1235	32681.39186
1236	32673.90288
1237	32665.16415
1238	32655.63607
1239	32650.43599
1240	32642.29503
1241	32632.23284
1242	32620.551
1243	32611.74916
1244	32601.56501
1245	32588.62673
1246	32579.3584
1247	32571.19528
1248	32561.89495
1249	32552.14003
1250	32540.34251
1251	32528.9814
1252	32519.52884
1253	32509.00843
1254	32500.35053
1255	32487.72647
1256	32477.51686
1257	32469.16762
1258	32465.53382
1259	32458.2139
1260	32453.61247
1261	32448.92284
1262	32439.18861
1263	32426.44416
1264	32414.67116
1265	32405.02067
1266	32398.18734
1267	32386.18693
1268	32376.34032
1269	32366.34191
1270	32359.687
1271	32347.00954
1272	32335.01226
1273	32326.85399
1274	32314.14731
1275	32309.16353
1276	32301.23245
1277	32292.50683
1278	32285.16679
1279	32280.6164
1280	32277.58509
1281	32271.08657
1282	32258.35351
1283	32251.44535
1284	32242.83023
1285	32232.82412
1286	32222.43998
1287	32213.61942
1288	32206.36301
1289	32198.94984
1290	32192.29282
1291	32181.71452
1292	32175.99935
1293	32165.86219
1294	32153.07097
1295	32144.18614
1296	32134.03101
1297	32124.38608
1298	32116.19363
1299	32107.23443
1300	32098.67178
1301	32091.20091
1302	32085.41481
1303	32074.23119
1304	32065.54589
1305	32047.98729
1306	32038.77967
1307	32033.79081
1308	32027.76191
1309	32020.40965
1310	32016.00598
1311	32007.09283
1312	31998.02442
1313	31992.70758
1314	31983.02362
1315	31975.55159
1316	31968.03698
1317	31961.21939
1318	31948.70855
1319	31943.62064
1320	31931.98303
1321	31922.2603
1322	31910.12422
1323	31901.19849
1324	31895.09063
1325	31889.31263
1326	31878.59975
1327	31869.84958
1328	31858.43827
1329	31852.60771
1330	31842.64378
1331	31831.80969
1332	31820.68052
1333	31818.5202
1334	31811.28948
1335	31801.1704
1336	31795.40724
1337	31786.7212
1338	31777.31671
1339	31768.84267
1340	31757.77014
1341	31751.30702
1342	31744.40599
1343	31736.72323
1344	31731.43923
1345	31723.18384
1346	31717.82541
1347	31709.69077
1348	31703.07786
1349	31696.95332
1350	31690.0614
1351	31678.96819
1352	31670.71489
1353	31666.65623
1354	31662.11308
1355	31654.39263
1356	31647.60892
1357	31636.44095
1358	31629.79491
1359	31624.04397
1360	31619.96356
1361	31612.87782
1362	31598.99905
1363	31585.49991
1364	31579.08864
1365	31572.89147
1366	31567.24738
1367	31562.18904
1368	31548.11217
1369	31537.75395
1370	31531.61974
1371	31518.89569
1372	31509.3669
1373	31499.11624
1374	31489.5427
1375	31478.40011
1376	31468.53195
1377	31454.19264
1378	31442.39733
1379	31433.55201
1380	31425.04372
1381	31419.03579
1382	31406.71191
1383	31397.44585
1384	31392.39123
1385	31385.56668
1386	31373.44602
1387	31360.22861
1388	31349.09727
1389	31341.51315
1390	31330.96662
1391	31318.40409
1392	31312.55462
1393	31304.62941
1394	31299.16514
1395	31290.62881
1396	31280.74147
1397	31275.53071
1398	31268.15511
1399	31260.18991
1400	31252.7887
1401	31243.86499
1402	31236.12141
1403	31227.39078
1404	31224.0909
1405	31216.18053
1406	31200.25344
1407	31193.38682
1408	31186.20811
1409	31177.71214
1410	31166.78914
1411	31163.35427
1412	31153.0891
1413	31144.74006
1414	31139.68361
1415	31132.99539
1416	31118.78616
1417	31111.99054
1418	31102.8645
1419	31099.68243
1420	31090.97232
1421	31082.22509
1422	31073.42107
1423	31063.14909
1424	31052.07901
1425	31040.94364
1426	31035.96475
1427	31021.98455
1428	31018.39405
1429	31007.63802
1430	31000.78642
1431	30990.26277
1432	30976.75008
1433	30962.05653
1434	30956.79079
1435	30952.28185
1436	30944.6765
1437	30940.32297
1438	30930.93978
1439	30921.49349
1440	30912.54157
1441	30903.66176
1442	30895.59086
1443	30886.31501
1444	30882.41736
1445	30875.25145
1446	30871.12926
1447	30865.23137
1448	30860.91442
1449	30855.9368
1450	30848.42337
1451	30841.7841
1452	30833.35293
1453	30823.45023
1454	30817.65933
1455	30804.68023
1456	30798.53053
1457	30792.91335
1458	30789.06145
1459	30779.82658
1460	30772.21956
1461	30765.11277
1462	30759.15887
1463	30752.91244
1464	30744.07442
1465	30739.53349
1466	30734.5364
1467	30727.92311
1468	30719.61186
1469	30712.66208
1470	30704.77628
1471	30695.69109
1472	30692.70041
1473	30678.19311
1474	30671.5349
1475	30667.60084
1476	30656.33138
1477	30647.93586
1478	30640.06847
1479	30626.68234
1480	30622.19272
1481	30619.59355
1482	30614.36016
1483	30605.74963
1484	30598.90258
1485	30592.25993
1486	30587.23089
1487	30581.29963
1488	30572.91171
1489	30567.71827
1490	30561.24548
1491	30551.78677
1492	30541.87243
1493	30534.34497
1494	30526.06538
1495	30519.85497
1496	30514.42017
1497	30507.06753
1498	30502.17828
1499	30494.85242
1500	30482.98555
1501	30474.1331
1502	30468.86679
1503	30460.79076
1504	30447.62314
1505	30441.41103
1506	30433.144
1507	30425.74903
1508	30419.83318
1509	30410.34021
1510	30404.65825
1511	30396.74052
1512	30391.35857
1513	30384.26088
1514	30373.55751
1515	30368.09623
1516	30361.20013
1517	30353.78988
1518	30348.49226
1519	30342.23695
1520	30330.05023
1521	30326.23313
1522	30316.7294
1523	30309.94011
1524	30302.45764
1525	30291.69739
1526	30281.66146
1527	30274.51632
1528	30266.18173
1529	30256.58549
1530	30254.44533
1531	30249.27067
1532	30242.9673
1533	30236.94602
1534	30233.0875
1535	30221.56749
1536	30209.9558
1537	30204.68252
1538	30197.36777
1539	30191.94944
1540	30185.01289
1541	30180.20361
1542	30174.80277
1543	30166.77426
1544	30160.65224
1545	30152.0838
1546	30146.16436
1547	30140.38132
1548	30134.56305
1549	30129.44315
1550	30123.64131
1551	30117.76657
1552	30108.50059
1553	30100.80978
1554	30093.96315
1555	30084.97071
1556	30076.54914
1557	30068.00404
1558	30063.73709
1559	30057.28043
1560	30045.54096
1561	30034.41371
1562	30028.57904
1563	30016.24663
1564	30013.29996
1565	30004.5228
1566	30000.04669
1567	29993.95806
1568	29989.50111
1569	29982.8302
1570	29975.64886
1571	29971.23153
1572	29965.15898
1573	29957.75477
1574	29953.83372
1575	29950.9942
1576	29943.62464
1577	29937.58025
1578	29934.3346
1579	29930.82531
1580	29924.83295
1581	29920.16263
1582	29906.55901
1583	29900.62633
1584	29893.47871
1585	29882.31388
1586	29866.73307
1587	29861.66965
1588	29853.83669
1589	29842.90803
1590	29835.55136
1591	29828.13432
1592	29823.40722
1593	29816.65287
1594	29810.75192
1595	29804.12266
1596	29798.32154
1597	29793.81873
1598	29786.88494
1599	29782.99438
1600	29769.9916
1601	29762.94178
1602	29759.59955
1603	29755.37049
1604	29750.23488
1605	29739.08853
1606	29730.20511
1607	29724.29921
1608	29717.99109
1609	29709.54873
1610	29702.46912
1611	29698.29086
1612	29689.99468
1613	29682.69248
1614	29678.23985
1615	29672.45244
1616	29661.93324
1617	29654.03795
1618	29648.62054
1619	29633.13643
1620	29624.71507
1621	29620.2219
1622	29610.83359
1623	29605.70397
1624	29599.05523
1625	29588.02549
1626	29581.1075
1627	29573.00876
1628	29563.11905
1629	29558.79703
1630	29553.54251
1631	29547.42903
1632	29540.0639
1633	29534.14483
1634	29529.3358
1635	29522.79548
1636	29511.90181
1637	29501.497
1638	29499.48216
1639	29489.15175
1640	29482.20877
1641	29474.095
1642	29469.63758
1643	29457.7665
1644	29447.2528
1645	29440.44493
1646	29429.08411
1647	29421.98484
1648	29412.17559
1649	29404.66451
1650	29399.11262
1651	29390.50608
1652	29387.66976
1653	29382.94508
1654	29379.22048
1655	29375.69131
1656	29372.62307
1657	29358.78418
1658	29351.78382
1659	29346.39009
1660	29340.74308
1661	29336.09783
1662	29332.14798
1663	29327.43601
1664	29321.72992
1665	29316.95276
1666	29313.23421
