iter	Passed	Remaining
320	1166	6101
321	1170	6098
322	1174	6095
323	1177	6091
324	1181	6087
325	1184	6083
326	1188	6080
327	1192	6077
328	1196	6074
329	1199	6071
330	1203	6069
331	1207	6067
332	1211	6062
333	1214	6059
334	1218	6055
335	1222	6052
336	1225	6048
337	1229	6046
338	1233	6042
339	1236	6039
340	1240	6035
341	1244	6033
342	1248	6029
343	1251	6024
344	1255	6021
345	1258	6017
346	1262	6013
347	1265	6009
348	1269	6005
349	1273	6001
350	1276	5997
351	1280	5993
352	1283	5989
353	1287	5984
354	1291	5982
355	1294	5978
356	1298	5974
357	1301	5971
358	1305	5968
359	1309	5963
360	1312	5960
361	1316	5956
362	1319	5952
363	1323	5947
364	1327	5944
365	1331	5943
366	1334	5940
367	1338	5937
368	1342	5932
369	1345	5929
370	1349	5924
371	1352	5920
372	1356	5916
373	1360	5913
374	1363	5909
375	1367	5906
376	1371	5902
377	1374	5899
378	1378	5895
379	1381	5890
380	1385	5886
381	1388	5882
382	1392	5879
383	1396	5874
384	1399	5870
385	1403	5866
386	1406	5863
387	1410	5859
388	1413	5854
389	1417	5851
390	1421	5847
391	1424	5843
392	1428	5839
393	1431	5835
394	1435	5833
395	1439	5828
396	1442	5824
397	1446	5820
398	1449	5816
399	1453	5812
400	1456	5807
401	1459	5802
402	1463	5798
403	1466	5794
404	1470	5790
405	1473	5786
406	1477	5782
407	1481	5779
408	1484	5775
409	1488	5771
410	1491	5766
411	1494	5761
412	1498	5758
413	1501	5753
414	1505	5750
415	1509	5746
416	1513	5744
417	1516	5740
418	1520	5736
419	1524	5733
420	1527	5730
421	1531	5726
422	1534	5722
423	1538	5718
424	1541	5713
425	1545	5709
426	1548	5705
427	1552	5701
428	1555	5696
429	1559	5694
430	1563	5690
431	1566	5686
432	1570	5681
433	1573	5678
434	1577	5674
435	1580	5670
436	1584	5666
437	1587	5662
438	1591	5658
439	1594	5653
440	1598	5650
441	1601	5646
442	1605	5643
443	1609	5639
444	1613	5636
445	1616	5632
446	1620	5629
447	1623	5624
448	1627	5620
449	1630	5616
450	1633	5611
451	1637	5608
452	1641	5604
453	1644	5601
454	1648	5597
455	1652	5593
456	1655	5590
457	1659	5587
458	1663	5583
459	1666	5580
460	1670	5577
461	1674	5573
462	1677	5570
463	1681	5565
464	1684	5561
465	1688	5557
466	1691	5553
467	1695	5549
468	1699	5546
469	1702	5542
470	1706	5538
471	1709	5535
472	1713	5531
473	1717	5527
474	1720	5524
475	1724	5520
476	1727	5517
477	1731	5514
478	1735	5510
479	1738	5506
480	1742	5502
481	1745	5498
482	1749	5494
483	1753	5491
484	1756	5487
485	1760	5483
486	1763	5479
487	1767	5474
488	1770	5470
489	1774	5467
490	1777	5463
491	1781	5459
492	1784	5454
493	1787	5450
494	1791	5446
495	1794	5442
496	1798	5438
497	1801	5434
498	1805	5430
499	1809	5427
500	1812	5423
501	1816	5420
502	1819	5416
503	1823	5413
504	1827	5409
505	1830	5405
506	1834	5402
507	1838	5399
508	1842	5396
509	1845	5392
510	1849	5389
511	1853	5386
512	1856	5382
513	1860	5379
514	1864	5375
515	1867	5372
516	1871	5369
517	1875	5365
518	1879	5362
519	1883	5359
520	1886	5355
521	1890	5352
522	1894	5349
523	1897	5346
524	1901	5343
525	1905	5340
526	1909	5336
527	1912	5333
528	1916	5329
529	1920	5326
530	1924	5322
531	1927	5318
532	1930	5314
533	1934	5311
534	1938	5307
535	1941	5303
536	1945	5300
537	1949	5297
538	1952	5293
539	1956	5290
540	1960	5287
541	1964	5284
542	1968	5281
543	1971	5277
544	1975	5273
545	1978	5269
546	1982	5266
547	1986	5263
548	1990	5260
549	1993	5256
550	1997	5253
551	2001	5249
552	2005	5246
553	2008	5243
554	2012	5240
555	2016	5236
556	2020	5233
557	2023	5230
558	2027	5226
559	2031	5222
560	2034	5219
561	2038	5216
562	2042	5212
563	2045	5208
564	2049	5205
565	2053	5201
566	2056	5198
567	2060	5194
568	2064	5191
569	2068	5188
570	2071	5185
571	2075	5181
572	2079	5178
573	2083	5175
574	2087	5172
575	2091	5169
576	2094	5166
577	2098	5162
578	2102	5159
579	2105	5155
580	2109	5152
581	2113	5148
582	2116	5145
583	2120	5142
584	2124	5139
585	2128	5137
586	2132	5134
587	2136	5131
588	2140	5128
589	2144	5125
590	2148	5122
591	2152	5119
592	2156	5116
593	2160	5113
594	2164	5110
595	2167	5106
596	2171	5103
597	2175	5100
598	2179	5097
599	2183	5094
600	2187	5091
601	2191	5088
602	2194	5085
603	2198	5081
604	2202	5077
605	2205	5074
606	2209	5071
607	2213	5068
608	2217	5064
609	2221	5061
610	2224	5058
611	2228	5054
612	2232	5051
613	2236	5047
614	2239	5044
615	2243	5040
616	2246	5036
617	2250	5032
618	2254	5029
619	2257	5025
620	2261	5021
621	2265	5018
622	2269	5015
623	2272	5011
624	2276	5008
625	2280	5004
626	2283	5000
627	2287	4997
628	2290	4993
629	2294	4989
630	2297	4985
631	2301	4982
632	2305	4978
633	2308	4974
634	2312	4970
635	2316	4967
636	2319	4962
637	2323	4960
638	2327	4956
639	2331	4953
640	2334	4949
641	2338	4945
642	2341	4941
643	2345	4938
644	2348	4934
645	2352	4930
646	2356	4926
647	2359	4923
648	2363	4920
649	2367	4916
650	2370	4913
651	2374	4908
652	2378	4905
653	2381	4901
654	2385	4897
655	2388	4893
656	2392	4890
657	2395	4886
658	2399	4882
659	2403	4879
660	2406	4874
661	2410	4871
662	2413	4867
663	2417	4864
664	2421	4860
665	2425	4857
666	2428	4853
667	2432	4850
668	2435	4846
669	2439	4843
670	2443	4838
671	2447	4835
672	2451	4832
673	2454	4828
674	2458	4825
675	2461	4821
676	2465	4818
677	2469	4814
678	2472	4811
679	2476	4807
680	2479	4803
681	2483	4799
682	2487	4795
683	2490	4791
684	2494	4788
685	2497	4784
686	2501	4780
687	2504	4776
688	2508	4773
689	2512	4769
690	2515	4765
691	2519	4762
692	2523	4758
693	2526	4754
694	2530	4751
695	2534	4747
696	2537	4744
697	2541	4740
698	2544	4736
699	2548	4732
700	2551	4728
701	2555	4725
702	2559	4721
703	2562	4717
704	2566	4713
705	2569	4709
706	2573	4705
707	2576	4701
708	2580	4698
709	2583	4694
710	2587	4690
711	2591	4687
712	2595	4684
713	2598	4680
714	2602	4676
715	2605	4673
716	2609	4669
717	2612	4665
718	2616	4661
719	2619	4657
720	2623	4653
721	2626	4649
722	2630	4646
723	2634	4642
724	2637	4639
725	2641	4635
726	2645	4631
727	2648	4627
728	2652	4624
729	2655	4620
730	2659	4616
731	2663	4613
732	2667	4610
733	2670	4606
734	2674	4602
735	2677	4598
736	2681	4595
737	2684	4591
738	2688	4587
739	2692	4583
740	2695	4579
741	2699	4576
742	2702	4572
743	2706	4568
744	2710	4565
745	2713	4561
746	2717	4557
747	2720	4554
748	2724	4550
749	2728	4547
750	2732	4543
751	2735	4540
752	2739	4536
753	2743	4532
754	2746	4529
755	2750	4525
756	2753	4521
757	2757	4517
758	2760	4513
759	2764	4510
760	2767	4506
761	2771	4502
762	2774	4498
763	2778	4495
764	2781	4491
765	2785	4487
766	2789	4483
767	2792	4480
768	2796	4476
769	2799	4472
770	2803	4468
771	2806	4464
772	2810	4461
773	2814	4457
774	2818	4454
775	2821	4450
776	2825	4447
777	2828	4443
778	2832	4439
779	2835	4435
780	2839	4432
781	2843	4428
782	2847	4425
783	2850	4421
784	2854	4418
785	2858	4414
786	2861	4410
787	2865	4407
788	2869	4403
789	2872	4399
790	2876	4396
791	2879	4392
792	2883	4388
793	2886	4384
794	2890	4381
795	2894	4377
796	2897	4374
797	2901	4370
798	2904	4366
799	2908	4362
800	2911	4358
801	2915	4355
802	2919	4351
803	2922	4347
804	2926	4343
805	2929	4340
806	2933	4336
807	2937	4333
808	2940	4329
809	2944	4326
810	2948	4322
811	2951	4318
812	2954	4314
813	2958	4310
814	2962	4307
815	2965	4303
816	2969	4299
817	2972	4295
818	2976	4291
819	2980	4288
820	2983	4284
821	2987	4280
822	2990	4276
823	2994	4273
824	2997	4269
825	3001	4266
826	3005	4262
827	3008	4259
828	3012	4255
829	3016	4251
830	3019	4248
831	3023	4244
832	3027	4241
833	3030	4237
834	3034	4233
835	3037	4229
836	3041	4226
837	3045	4222
838	3048	4218
839	3052	4214
840	3055	4211
841	3059	4208
842	3063	4204
843	3066	4200
844	3070	4196
845	3073	4193
846	3077	4189
847	3080	4185
848	3084	4181
849	3088	4177
850	3091	4173
851	3094	4170
852	3098	4166
853	3101	4162
854	3105	4158
855	3108	4154
856	3112	4150
857	3115	4146
858	3119	4143
859	3123	4139
860	3126	4136
861	3130	4132
862	3134	4129
863	3137	4125
864	3141	4121
865	3144	4118
866	3148	4115
867	3152	4111
868	3155	4107
869	3159	4103
870	3162	4099
871	3166	4096
872	3169	4092
873	3173	4088
874	3176	4084
875	3180	4080
876	3183	4076
877	3187	4073
878	3190	4069
879	3194	4065
880	3197	4061
881	3201	4058
882	3205	4054
883	3208	4051
884	3212	4047
885	3216	4043
886	3219	4040
887	3223	4036
888	3227	4033
889	3230	4029
890	3234	4025
891	3238	4022
892	3241	4018
893	3245	4014
894	3249	4011
895	3252	4007
896	3256	4004
897	3260	4001
898	3264	3997
899	3267	3994
900	3271	3990
901	3275	3987
902	3279	3983
903	3282	3979
904	3286	3976
905	3289	3972
906	3293	3968
907	3297	3965
908	3300	3961
909	3304	3957
910	3307	3954
911	3311	3950
912	3314	3946
913	3318	3942
914	3322	3939
915	3326	3936
916	3330	3933
917	3333	3929
918	3337	3925
919	3341	3922
920	3344	3918
921	3348	3914
922	3351	3910
923	3355	3907
924	3358	3903
925	3362	3899
926	3366	3896
927	3369	3892
928	3373	3889
929	3377	3885
930	3380	3881
931	3384	3878
932	3388	3874
933	3391	3870
934	3395	3867
935	3398	3863
936	3402	3860
937	3406	3856
938	3409	3853
939	3413	3849
940	3417	3845
941	3420	3841
942	3424	3838
943	3427	3834
944	3431	3830
945	3434	3826
946	3438	3823
947	3441	3819
948	3445	3815
949	3449	3812
950	3452	3808
951	3456	3804
952	3459	3800
953	3463	3796
954	3466	3793
955	3470	3789
956	3473	3786
957	3477	3782
958	3481	3779
959	3485	3776
960	3489	3773
961	3493	3769
962	3497	3765
963	3500	3762
964	3504	3758
965	3508	3755
966	3512	3751
967	3515	3748
968	3519	3744
969	3523	3740
970	3526	3737
971	3530	3733
972	3534	3730
973	3537	3726
974	3541	3722
975	3544	3719
976	3548	3715
977	3552	3711
978	3555	3708
979	3559	3704
980	3562	3700
981	3566	3697
982	3570	3694
983	3574	3690
984	3578	3687
985	3582	3683
986	3585	3680
987	3589	3676
988	3592	3672
989	3596	3668
990	3599	3665
991	3603	3661
992	3606	3657
993	3610	3653
994	3614	3650
995	3617	3646
996	3621	3643
997	3625	3640
998	3629	3636
999	3633	3633
1000	3637	3629
1001	3640	3626
1002	3644	3622
1003	3648	3619
1004	3652	3615
1005	3656	3612
1006	3660	3609
1007	3664	3605
1008	3668	3602
1009	3672	3599
1010	3675	3595
1011	3679	3592
1012	3683	3589
1013	3687	3585
1014	3691	3582
1015	3695	3578
1016	3698	3575
1017	3702	3571
1018	3705	3567
1019	3709	3564
1020	3713	3560
1021	3717	3557
1022	3721	3553
1023	3724	3550
1024	3728	3546
1025	3732	3543
1026	3735	3539
1027	3739	3535
1028	3742	3531
1029	3746	3528
1030	3750	3524
1031	3753	3520
1032	3756	3516
1033	3760	3512
1034	3763	3509
1035	3766	3505
1036	3770	3501
1037	3774	3497
1038	3777	3493
1039	3780	3490
1040	3784	3486
1041	3787	3482
1042	3791	3478
1043	3795	3475
1044	3798	3471
1045	3802	3467
1046	3805	3463
1047	3809	3460
1048	3812	3456
1049	3816	3453
1050	3820	3449
1051	3823	3445
1052	3827	3442
1053	3831	3438
1054	3834	3434
1055	3838	3431
1056	3841	3427
1057	3845	3424
1058	3849	3420
1059	3852	3416
1060	3856	3412
1061	3859	3409
1062	3863	3405
1063	3867	3401
1064	3870	3398
1065	3873	3394
1066	3877	3390
1067	3881	3386
1068	3884	3383
1069	3888	3379
1070	3891	3375
1071	3895	3372
1072	3899	3369
1073	3903	3365
1074	3907	3362
1075	3911	3358
1076	3915	3355
1077	3918	3351
1078	3922	3348
1079	3926	3344
1080	3930	3341
1081	3933	3337
1082	3937	3333
1083	3941	3330
1084	3944	3326
1085	3948	3322
1086	3952	3319
1087	3955	3315
1088	3959	3312
1089	3963	3308
1090	3966	3304
1091	3970	3301
1092	3973	3297
1093	3977	3293
1094	3981	3290
1095	3984	3286
1096	3988	3283
1097	3992	3279
1098	3995	3275
1099	3999	3272
1100	4003	3268
1101	4007	3265
1102	4010	3261
1103	4014	3258
1104	4018	3254
1105	4021	3250
1106	4025	3247
1107	4028	3243
1108	4032	3239
1109	4036	3236
1110	4039	3232
1111	4043	3228
1112	4046	3225
1113	4050	3221
1114	4054	3217
1115	4057	3214
1116	4061	3210
1117	4065	3207
1118	4069	3203
1119	4072	3200
1120	4076	3196
1121	4080	3192
1122	4083	3189
1123	4087	3185
1124	4091	3181
1125	4094	3178
1126	4098	3174
1127	4102	3171
1128	4105	3167
1129	4109	3163
1130	4112	3159
1131	4116	3156
1132	4120	3152
1133	4124	3149
1134	4127	3145
1135	4131	3142
1136	4135	3138
1137	4138	3135
1138	4142	3131
1139	4146	3127
1140	4149	3124
1141	4153	3120
1142	4157	3117
1143	4161	3113
1144	4165	3110
1145	4169	3106
1146	4173	3103
1147	4176	3099
1148	4180	3096
1149	4184	3092
1150	4188	3089
1151	4191	3085
1152	4195	3081
1153	4199	3078
1154	4202	3074
1155	4206	3071
1156	4210	3067
1157	4213	3063
1158	4217	3060
1159	4221	3056
1160	4224	3053
1161	4228	3049
1162	4232	3045
1163	4235	3042
1164	4239	3038
1165	4243	3034
1166	4246	3031
1167	4250	3027
1168	4254	3024
1169	4258	3020
1170	4261	3017
1171	4265	3013
1172	4269	3010
1173	4273	3006
1174	4277	3003
1175	4281	2999
1176	4284	2996
1177	4288	2992
1178	4292	2988
1179	4295	2985
1180	4299	2981
1181	4303	2977
1182	4306	2974
1183	4310	2970
1184	4314	2967
1185	4318	2963
1186	4322	2960
1187	4326	2957
1188	4330	2953
1189	4333	2949
1190	4337	2946
1191	4341	2942
1192	4344	2939
1193	4348	2935
1194	4352	2931
1195	4356	2928
1196	4359	2924
1197	4363	2921
1198	4367	2917
1199	4371	2914
1200	4374	2910
1201	4378	2906
1202	4382	2903
1203	4386	2899
1204	4390	2896
1205	4394	2893
1206	4398	2889
1207	4401	2885
1208	4405	2882
1209	4408	2878
1210	4412	2874
1211	4416	2871
1212	4419	2867
1213	4423	2863
1214	4427	2860
1215	4430	2856
1216	4434	2853
1217	4438	2849
1218	4442	2846
1219	4446	2842
1220	4450	2839
1221	4454	2835
1222	4458	2832
1223	4461	2828
1224	4465	2825
1225	4469	2821
1226	4472	2817
1227	4476	2814
1228	4479	2810
1229	4483	2806
1230	4487	2803
1231	4491	2799
1232	4495	2796
1233	4498	2792
1234	4502	2788
1235	4506	2785
1236	4510	2782
1237	4514	2778
1238	4517	2774
1239	4521	2771
1240	4525	2767
1241	4529	2764
1242	4532	2760
1243	4536	2756
1244	4540	2753
1245	4544	2749
1246	4547	2746
1247	4551	2742
1248	4555	2738
1249	4558	2735
1250	4562	2731
1251	4566	2728
1252	4570	2724
1253	4573	2720
1254	4577	2717
1255	4581	2713
1256	4584	2710
1257	4588	2706
1258	4592	2702
1259	4596	2699
1260	4600	2695
1261	4603	2692
1262	4607	2688
1263	4611	2684
1264	4614	2681
1265	4618	2677
1266	4622	2674
1267	4626	2670
1268	4630	2667
1269	4633	2663
1270	4637	2660
1271	4641	2656
1272	4646	2653
1273	4649	2649
1274	4653	2646
1275	4657	2642
1276	4661	2639
1277	4664	2635
1278	4668	2631
1279	4672	2628
1280	4677	2625
1281	4681	2621
1282	4685	2618
1283	4689	2615
1284	4693	2611
1285	4697	2608
1286	4701	2604
1287	4705	2601
1288	4709	2597
1289	4712	2593
1290	4716	2590
1291	4720	2586
1292	4724	2583
1293	4728	2579
1294	4731	2575
1295	4735	2572
1296	4739	2568
1297	4742	2565
1298	4746	2561
1299	4750	2557
1300	4754	2554
1301	4757	2550
1302	4761	2546
1303	4765	2543
1304	4768	2539
1305	4772	2536
1306	4776	2532
1307	4780	2528
1308	4783	2525
1309	4787	2521
1310	4791	2517
1311	4794	2514
1312	4798	2510
1313	4802	2507
1314	4805	2503
1315	4809	2499
1316	4813	2496
1317	4817	2492
1318	4821	2489
1319	4825	2485
1320	4828	2481
1321	4832	2478
1322	4835	2474
1323	4839	2471
1324	4843	2467
1325	4847	2463
1326	4851	2460
1327	4854	2456
1328	4858	2453
1329	4862	2449
1330	4866	2445
1331	4869	2442
1332	4873	2438
1333	4877	2435
1334	4881	2431
1335	4885	2427
1336	4889	2424
1337	4893	2420
1338	4896	2417
1339	4900	2413
1340	4904	2410
1341	4908	2406
1342	4911	2402
1343	4915	2399
1344	4918	2395
1345	4922	2391
1346	4926	2388
1347	4929	2384
1348	4933	2380
1349	4936	2377
1350	4940	2373
1351	4944	2369
1352	4948	2366
1353	4952	2362
1354	4956	2359
1355	4959	2355
1356	4963	2351
1357	4967	2348
1358	4971	2344
1359	4974	2340
1360	4978	2337
1361	4981	2333
1362	4985	2330
1363	4989	2326
1364	4993	2322
1365	4996	2319
1366	5000	2315
1367	5003	2311
1368	5007	2308
1369	5011	2304
1370	5014	2300
1371	5018	2296
1372	5022	2293
1373	5025	2289
1374	5029	2286
1375	5033	2282
1376	5036	2278
1377	5040	2275
1378	5044	2271
1379	5047	2267
1380	5051	2264
1381	5054	2260
1382	5058	2256
1383	5062	2253
1384	5066	2249
1385	5069	2245
1386	5073	2242
1387	5077	2238
1388	5080	2234
1389	5084	2231
1390	5087	2227
1391	5091	2223
1392	5094	2220
1393	5098	2216
1394	5102	2212
1395	5106	2209
1396	5109	2205
1397	5113	2201
1398	5116	2198
1399	5120	2194
1400	5123	2190
1401	5127	2187
1402	5130	2183
1403	5134	2179
1404	5138	2176
1405	5142	2172
1406	5145	2168
1407	5149	2165
1408	5152	2161
1409	5156	2157
1410	5160	2154
1411	5164	2150
1412	5167	2146
1413	5171	2143
1414	5175	2139
1415	5179	2136
1416	5182	2132
1417	5186	2128
1418	5190	2125
1419	5193	2121
1420	5197	2117
1421	5200	2114
1422	5204	2110
1423	5208	2106
1424	5211	2102
1425	5215	2099
1426	5219	2095
1427	5222	2092
1428	5226	2088
1429	5230	2084
1430	5234	2081
1431	5237	2077
1432	5241	2073
1433	5245	2070
1434	5248	2066
1435	5252	2062
1436	5255	2059
1437	5259	2055
1438	5262	2051
1439	5266	2047
1440	5269	2044
1441	5273	2040
1442	5276	2036
1443	5280	2033
1444	5283	2029
1445	5287	2025
1446	5290	2021
1447	5294	2018
1448	5297	2014
1449	5301	2010
1450	5304	2007
1451	5308	2003
1452	5312	1999
1453	5315	1996
1454	5319	1992
1455	5323	1988
1456	5327	1985
1457	5330	1981
1458	5334	1977
1459	5338	1974
1460	5341	1970
1461	5345	1966
1462	5348	1963
1463	5352	1959
1464	5355	1955
1465	5359	1952
1466	5362	1948
1467	5365	1944
1468	5369	1940
1469	5373	1937
1470	5377	1933
1471	5380	1930
1472	5384	1926
1473	5388	1923
1474	5392	1919
1475	5395	1915
1476	5399	1911
1477	5403	1908
1478	5406	1904
1479	5410	1900
1480	5413	1897
1481	5417	1893
1482	5420	1889
1483	5424	1886
1484	5428	1882
1485	5431	1878
1486	5435	1875
1487	5438	1871
1488	5442	1867
1489	5445	1864
1490	5449	1860
1491	5453	1856
1492	5457	1853
1493	5460	1849
1494	5464	1845
1495	5468	1842
1496	5471	1838
1497	5475	1834
1498	5479	1831
1499	5482	1827
1500	5486	1823
1501	5490	1820
1502	5493	1816
1503	5497	1812
1504	5500	1809
1505	5504	1805
1506	5508	1801
1507	5511	1798
1508	5515	1794
1509	5519	1790
1510	5522	1787
1511	5526	1783
1512	5529	1779
1513	5533	1776
1514	5536	1772
1515	5540	1768
1516	5544	1765
1517	5548	1761
1518	5551	1757
1519	5555	1754
1520	5558	1750
1521	5562	1746
1522	5565	1743
1523	5569	1739
1524	5573	1735
1525	5576	1732
1526	5580	1728
1527	5583	1724
1528	5587	1721
1529	5591	1717
1530	5595	1713
1531	5598	1710
1532	5602	1706
1533	5605	1702
1534	5609	1699
1535	5613	1695
1536	5617	1692
1537	5620	1688
1538	5624	1684
1539	5627	1680
1540	5631	1677
1541	5634	1673
1542	5638	1669
1543	5641	1666
1544	5645	1662
1545	5649	1658
1546	5652	1655
1547	5655	1651
1548	5659	1647
1549	5664	1644
1550	5668	1640
1551	5671	1637
1552	5675	1633
1553	5679	1630
1554	5683	1626
1555	5686	1622
1556	5690	1619
1557	5693	1615
1558	5697	1611
1559	5701	1608
1560	5705	1604
1561	5708	1600
1562	5712	1597
1563	5715	1593
1564	5719	1589
1565	5723	1586
1566	5727	1582
1567	5731	1578
1568	5734	1575
1569	5738	1571
1570	5741	1567
1571	5744	1564
1572	5748	1560
1573	5752	1556
1574	5755	1553
1575	5759	1549
1576	5763	1545
1577	5766	1542
1578	5770	1538
1579	5773	1534
1580	5777	1531
1581	5781	1527
1582	5784	1523
1583	5788	1520
1584	5792	1516
1585	5795	1512
1586	5799	1509
1587	5802	1505
1588	5806	1501
1589	5810	1498
1590	5813	1494
1591	5817	1490
1592	5821	1487
1593	5824	1483
1594	5828	1479
1595	5831	1476
1596	5835	1472
1597	5839	1468
1598	5843	1465
1599	5846	1461
1600	5850	1458
1601	5854	1454
1602	5857	1450
1603	5861	1447
1604	5864	1443
1605	5868	1439
1606	5872	1436
1607	5875	1432
1608	5879	1428
1609	5883	1425
1610	5886	1421
1611	5890	1417
1612	5894	1414
1613	5897	1410
1614	5901	1406
1615	5904	1403
1616	5908	1399
1617	5911	1395
1618	5915	1392
1619	5919	1388
1620	5922	1384
1621	5926	1381
1622	5930	1377
1623	5933	1373
1624	5937	1370
1625	5941	1366
1626	5945	1362
1627	5948	1359
1628	5952	1355
1629	5955	1351
1630	5959	1348
1631	5962	1344
1632	5966	1340
1633	5970	1337
1634	5973	1333
1635	5977	1330
1636	5981	1326
1637	5984	1322
1638	5988	1318
1639	5992	1315
1640	5995	1311
1641	5999	1308
1642	6003	1304
1643	6006	1300
1644	6010	1297
1645	6014	1293
1646	6018	1289
1647	6021	1286
1648	6025	1282
1649	6029	1279
1650	6033	1275
1651	6036	1271
1652	6040	1268
1653	6044	1264
1654	6047	1260
1655	6050	1256
1656	6054	1253
1657	6057	1249
1658	6061	1245
1659	6065	1242
1660	6068	1238
1661	6072	1234
1662	6075	1231
1663	6079	1227
1664	6082	1223
1665	6086	1220
1666	6089	1216
1667	6093	1212
1668	6097	1209
1669	6101	1205
1670	6104	1201
1671	6108	1198
1672	6111	1194
1673	6115	1190
1674	6118	1187
1675	6122	1183
1676	6126	1180
1677	6130	1176
1678	6133	1172
1679	6137	1169
1680	6141	1165
1681	6144	1161
1682	6148	1158
1683	6151	1154
1684	6155	1150
1685	6159	1147
1686	6162	1143
1687	6166	1139
1688	6170	1136
1689	6173	1132
1690	6177	1128
1691	6181	1125
1692	6185	1121
1693	6188	1117
